iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.risk_reward,parameters.chop_rsi_len,parameters.chop_bandwidth
540,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
540,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
540,\6POp,0.19600643534134748,51,70,18.48,62,8,16.36,50,224,45,26,229
540,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
540,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
540,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
540,\oP@p,0.19038197665415174,40,45,26.21,33,6,2.65,50,729,45,17,229
540,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
540,p59K_,0.18287302201065395,44,102,21.77,50,14,15.95,69,215,25,23,177
540,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
540,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
540,2CnJa,0.1699552438259814,39,138,22.2,25,27,-2.38,11,339,72,23,183
600,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
600,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
600,VL:OV,0.6366461131351439,38,83,48.61,30,13,3.2,45,419,26,26,150
600,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
600,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
600,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
600,BGs(@,0.4546965037186446,40,112,61.86,60,15,20.06,26,375,76,2,83
600,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
600,\VPOp,0.41969782042584863,44,45,42.74,57,7,9.62,50,508,45,26,229
600,^A?@o,0.3974996460070256,38,71,34.9,50,12,7.27,52,322,30,17,226
600,I^GbS,0.3965255665660487,39,76,35.95,44,9,3.69,32,578,37,37,141
600,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
600,no:OV,0.305147286690224,38,55,46.96,16,6,-1.54,67,729,26,26,150
600,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
600,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
600,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
600,V4POp,0.20824422833286776,52,67,20.09,50,8,1.0,45,206,45,26,229
600,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
600,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
600,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
600,\6POp,0.19600643534134748,51,70,18.48,62,8,16.36,50,224,45,26,229
600,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
600,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
600,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
600,\oP@p,0.19038197665415174,40,45,26.21,33,6,2.65,50,729,45,17,229
600,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
600,p59K_,0.18287302201065395,44,102,21.77,50,14,15.95,69,215,25,23,177
600,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
600,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
600,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
660,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
660,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
660,VL:OV,0.6366461131351439,38,83,48.61,30,13,3.2,45,419,26,26,150
660,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
660,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
660,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
660,BGs(@,0.4546965037186446,40,112,61.86,60,15,20.06,26,375,76,2,83
660,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
660,\VPOp,0.41969782042584863,44,45,42.74,57,7,9.62,50,508,45,26,229
660,^A?@o,0.3974996460070256,38,71,34.9,50,12,7.27,52,322,30,17,226
660,I^GbS,0.3965255665660487,39,76,35.95,44,9,3.69,32,578,37,37,141
660,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
660,no:OV,0.305147286690224,38,55,46.96,16,6,-1.54,67,729,26,26,150
660,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
660,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
660,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
660,V4POp,0.20824422833286776,52,67,20.09,50,8,1.0,45,206,45,26,229
660,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
660,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
660,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
660,\6POp,0.19600643534134748,51,70,18.48,62,8,16.36,50,224,45,26,229
660,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
660,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
660,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
660,\oP@p,0.19038197665415174,40,45,26.21,33,6,2.65,50,729,45,17,229
660,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
660,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
660,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
660,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
660,V[POp,0.1667637240835749,41,43,24.13,62,8,16.79,45,552,45,26,229
720,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
720,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
720,VL:OV,0.6366461131351439,38,83,48.61,30,13,3.2,45,419,26,26,150
720,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
720,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
720,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
720,BGs(@,0.4546965037186446,40,112,61.86,60,15,20.06,26,375,76,2,83
720,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
720,\VPOp,0.41969782042584863,44,45,42.74,57,7,9.62,50,508,45,26,229
720,I^GbS,0.3965255665660487,39,76,35.95,44,9,3.69,32,578,37,37,141
720,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
720,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
720,no:OV,0.305147286690224,38,55,46.96,16,6,-1.54,67,729,26,26,150
720,3G:Op,0.25619912508809217,41,70,24.24,42,14,13.03,12,375,26,26,229
720,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
720,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
720,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
720,V4POp,0.20824422833286776,52,67,20.09,50,8,1.0,45,206,45,26,229
720,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
720,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
720,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
720,\6POp,0.19600643534134748,51,70,18.48,62,8,16.36,50,224,45,26,229
720,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
720,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
720,3K:Op,0.19058913558271975,41,65,25.23,45,11,11.02,12,410,26,26,229
720,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
720,\oP@p,0.19038197665415174,40,45,26.21,33,6,2.65,50,729,45,17,229
720,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
720,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
720,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
780,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
780,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
780,VL:OV,0.6366461131351439,38,83,48.61,30,13,3.2,45,419,26,26,150
780,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
780,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
780,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
780,BGs(@,0.4546965037186446,40,112,61.86,60,15,20.06,26,375,76,2,83
780,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
780,\VPOp,0.41969782042584863,44,45,42.74,57,7,9.62,50,508,45,26,229
780,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
780,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
780,no:OV,0.305147286690224,38,55,46.96,16,6,-1.54,67,729,26,26,150
780,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
780,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
780,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
780,V4POp,0.20824422833286776,52,67,20.09,50,8,1.0,45,206,45,26,229
780,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
780,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
780,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
780,\6POp,0.19600643534134748,51,70,18.48,62,8,16.36,50,224,45,26,229
780,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
780,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
780,3K:Op,0.19058913558271975,41,65,25.23,45,11,11.02,12,410,26,26,229
780,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
780,\oP@p,0.19038197665415174,40,45,26.21,33,6,2.65,50,729,45,17,229
780,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
780,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
780,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
780,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
780,FojOa,0.15522186739721242,31,60,25.08,42,7,7.25,30,729,68,26,183
840,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
840,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
840,VL:OV,0.6366461131351439,38,83,48.61,30,13,3.2,45,419,26,26,150
840,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
840,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
840,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
840,BGs(@,0.4546965037186446,40,112,61.86,60,15,20.06,26,375,76,2,83
840,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
840,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
840,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
840,no:OV,0.305147286690224,38,55,46.96,16,6,-1.54,67,729,26,26,150
840,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
840,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
840,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
840,V4POp,0.20824422833286776,52,67,20.09,50,8,1.0,45,206,45,26,229
840,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
840,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
840,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
840,\6POp,0.19600643534134748,51,70,18.48,62,8,16.36,50,224,45,26,229
840,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
840,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
840,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
840,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
840,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
840,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
840,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
840,FojOa,0.15522186739721242,31,60,25.08,42,7,7.25,30,729,68,26,183
840,VMPOM,0.15274608540387616,35,85,18.65,30,13,-1.58,45,428,45,26,122
840,WY;1;,0.1501430834719689,37,69,21.07,30,10,-4.06,45,534,27,7,68
840,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
900,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
900,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
900,VL:OV,0.6366461131351439,38,83,48.61,30,13,3.2,45,419,26,26,150
900,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
900,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
900,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
900,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
900,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
900,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
900,no:OV,0.305147286690224,38,55,46.96,16,6,-1.54,67,729,26,26,150
900,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
900,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
900,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
900,V4POp,0.20824422833286776,52,67,20.09,50,8,1.0,45,206,45,26,229
900,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
900,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
900,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
900,\6POp,0.19600643534134748,51,70,18.48,62,8,16.36,50,224,45,26,229
900,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
900,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
900,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
900,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
900,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
900,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
900,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
900,FojOa,0.15522186739721242,31,60,25.08,42,7,7.25,30,729,68,26,183
900,VMPOM,0.15274608540387616,35,85,18.65,30,13,-1.58,45,428,45,26,122
900,WY;1;,0.1501430834719689,37,69,21.07,30,10,-4.06,45,534,27,7,68
900,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
900,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
960,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
960,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
960,VL:OV,0.6366461131351439,38,83,48.61,30,13,3.2,45,419,26,26,150
960,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
960,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
960,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
960,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
960,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
960,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
960,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
960,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
960,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
960,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
960,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
960,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
960,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
960,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
960,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
960,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
960,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
960,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
960,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
960,FojOa,0.15522186739721242,31,60,25.08,42,7,7.25,30,729,68,26,183
960,VMPOM,0.15274608540387616,35,85,18.65,30,13,-1.58,45,428,45,26,122
960,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
960,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
960,\\POp,0.1382268639579337,38,42,19.53,71,7,18.8,50,561,45,26,229
960,\oPOg,0.1334354126455905,38,47,19.54,42,7,4.3,50,729,45,26,201
960,H:gSA,0.1312056490747576,44,163,22.23,45,20,20.38,32,259,66,28,86
960,Vo:Ov,0.1304040262137468,37,32,19.56,33,3,0.12,45,729,26,26,247
1020,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
1020,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
1020,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
1020,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
1020,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
1020,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
1020,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
1020,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
1020,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
1020,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
1020,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
1020,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
1020,\4>=b,0.20298778080458177,48,128,27.51,53,15,14.74,50,206,29,15,186
1020,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
1020,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
1020,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
1020,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
1020,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
1020,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
1020,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
1020,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
1020,FojOa,0.15522186739721242,31,60,25.08,42,7,7.25,30,729,68,26,183
1020,VMPOM,0.15274608540387616,35,85,18.65,30,13,-1.58,45,428,45,26,122
1020,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
1020,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
1020,H:gSA,0.1312056490747576,44,163,22.23,45,20,20.38,32,259,66,28,86
1020,\OPOp,0.1220037104043599,34,52,19.08,50,10,10.18,50,446,45,26,229
1020,1kjOa,0.12055204623529814,30,82,19.22,33,9,-1.21,10,694,68,26,183
1020,3W:Op,0.11525971532375964,38,67,16.6,30,10,-2.5,12,516,26,26,229
1020,"=,8<8",0.11384547700133228,37,333,14.95,29,48,-10.89,21,135,24,14,59
1080,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
1080,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
1080,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
1080,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
1080,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
1080,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
1080,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
1080,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
1080,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
1080,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
1080,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
1080,\GPOp,0.20475464605554466,40,50,30.01,25,8,-2.19,50,375,45,26,229
1080,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
1080,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
1080,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
1080,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
1080,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
1080,Go:OV,0.1743460288115486,34,69,29.02,33,9,6.5,31,729,26,26,150
1080,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
1080,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
1080,FojOa,0.15522186739721242,31,60,25.08,42,7,7.25,30,729,68,26,183
1080,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
1080,H:gSA,0.1312056490747576,44,163,22.23,45,20,20.38,32,259,66,28,86
1080,\OPOp,0.1220037104043599,34,52,19.08,50,10,10.18,50,446,45,26,229
1080,1kjOa,0.12055204623529814,30,82,19.22,33,9,-1.21,10,694,68,26,183
1080,"=,8<8",0.11384547700133228,37,333,14.95,29,48,-10.89,21,135,24,14,59
1080,\`POp,0.11033962330774538,37,35,20.34,50,6,7.07,50,596,45,26,229
1080,Vo:O\,0.107118677852815,33,56,17.1,42,7,1.42,45,729,26,26,168
1080,VUPOm,0.10348160536810702,41,46,51.55,37,8,9.2,45,499,45,26,220
1080,VPPOm,0.10313845171940833,37,58,42.08,50,8,12.05,45,454,45,26,220
1140,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
1140,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
1140,/N8*m,0.6201865571983489,33,184,56.34,27,33,-1.49,8,437,24,3,220
1140,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
1140,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
1140,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
1140,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
1140,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
1140,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
1140,\PPOp,0.21369280339199362,40,52,32.4,50,10,8.79,50,454,45,26,229
1140,O3;8],0.21150978419133112,46,156,26.5,61,18,27.45,38,197,27,12,171
1140,n>dER,0.20236927651311667,38,95,27.25,60,15,14.27,67,295,63,20,138
1140,EAnK*,0.19339581621126514,40,133,29.11,64,14,9.67,29,322,72,23,16
1140,v_cMk,0.19130880904035494,37,43,27.24,50,6,2.34,74,587,62,24,214
1140,HpXDG,0.19058176089318765,30,69,30.39,50,8,7.64,32,738,53,19,104
1140,1CjOa,0.18589557583772717,40,133,21.89,21,23,-2.32,10,339,68,26,183
1140,woUa<,0.1709502501936477,41,48,20.98,33,6,6.38,75,729,50,37,71
1140,K3v5u,0.16877753903280296,51,140,30.99,61,18,9.1,34,197,79,10,244
1140,FojOa,0.15522186739721242,31,60,25.08,42,7,7.25,30,729,68,26,183
1140,\oPOh,0.14386463429095864,39,46,21.12,42,7,4.3,50,729,45,26,204
1140,\OPOp,0.1220037104043599,34,52,19.08,50,10,10.18,50,446,45,26,229
1140,1kjOa,0.12055204623529814,30,82,19.22,33,9,-1.21,10,694,68,26,183
1140,"=,8<8",0.11384547700133228,37,333,14.95,29,48,-10.89,21,135,24,14,59
1140,\`POp,0.11033962330774538,37,35,20.34,50,6,7.07,50,596,45,26,229
1140,Vo:O\,0.107118677852815,33,56,17.1,42,7,1.42,45,729,26,26,168
1140,VUPOm,0.10348160536810702,41,46,51.55,37,8,9.2,45,499,45,26,220
1140,VPPOm,0.10313845171940833,37,58,42.08,50,8,12.05,45,454,45,26,220
1140,3.:Op,0.0960047054252557,43,37,7.78,46,13,0.03,12,153,26,26,229
1140,VoPOu,0.09385481656846936,38,34,18.25,33,3,0.12,45,729,45,26,244
1140,6ow<p,0.08562398400575061,31,79,40.9,44,9,3.33,15,729,80,14,229
1200,VKPOM,0.7901734653119713,37,90,56.11,30,13,-0.21,45,410,45,26,122
1200,VLPOp,0.7494660789086843,50,52,50.94,50,8,8.37,45,419,45,26,229
1200,VoPsp,0.5581550884977056,64,17,48.3,50,2,1.01,45,729,45,48,229
1200,JSIgn,0.47613202377945824,42,33,27.51,60,5,1.83,33,481,39,40,223
1200,VMPOp,0.4531728498988354,45,53,37.84,50,8,8.04,45,428,45,26,229
1200,3B:Op,0.35321612966023025,45,71,34.02,25,12,1.89,12,330,26,26,229
1200,VSOD_,0.3385560715617903,41,73,37.96,40,10,0.6,45,481,45,19,177
1200,VG:OV,0.25081674309132324,33,98,26.14,41,12,2.13,45,375,26,26,150
