iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ott_bw,parameters.tps_qty_index
1900,Xt14,0.18295562482177016,61,34,21.24,33,18,-5.47,32,299,54,152
1900,Xe.n,0.1803866435319501,56,62,7.16,52,38,0.5,32,242,40,886
1900,[_7F,0.17589162960409263,49,59,9.22,45,40,-10.87,34,219,84,380
1900,_e.4,0.16812871834335283,41,58,7.49,35,42,-12.6,37,242,40,152
1900,iY;_,0.16619625114700182,50,66,16.22,41,55,-12.41,43,196,104,696
1900,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
1900,X\.@,0.1548305505805568,38,67,5.9,36,50,-1.99,32,207,40,304
1900,Qf1_,0.15357500230841986,46,73,11.46,43,41,-0.94,28,245,54,696
1900,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
1900,X\.c,0.1525176521809633,51,64,5.8,44,49,3.32,32,207,40,747
1900,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
1900,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
1900,X\.V,0.1427956162441611,40,64,5.82,42,49,2.37,32,207,40,582
1900,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2000,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2000,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
2000,Xu0>,0.627971122632023,78,28,20.17,58,24,4.42,32,302,49,278
2000,j_.[,0.36821236367692384,57,47,11.55,55,34,-0.76,44,219,40,646
2000,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
2000,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
2000,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
2000,i*.4,0.3263494883857147,47,40,5.57,43,23,7.01,43,18,40,152
2000,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2000,hW<F,0.30511594749801735,47,46,8.68,44,38,5.08,43,188,109,380
2000,VY?B,0.29830069381250773,42,42,8.93,45,31,3.55,31,196,124,329
2000,XY=4,0.28140643689506495,46,60,7.5,40,50,-3.93,32,196,114,152
2000,XY+3,0.27955639910830454,49,87,12.8,44,68,-1.82,32,196,25,139
2000,i_7S,0.25471620672482,56,46,12.94,38,31,-7.41,43,219,84,544
2000,XY+g,0.25399253128577925,59,88,9.0,54,68,-3.54,32,196,25,797
2000,h_.9,0.2533779417128206,57,54,12.66,48,29,-3.78,43,219,40,215
2000,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2000,XW44,0.23812881287200555,37,85,8.39,38,65,-8.44,32,188,69,152
2000,i_7G,0.22692345733834016,54,44,11.53,41,31,-5.97,43,219,84,392
2000,Vu.>,0.21750238319781465,73,34,13.07,60,25,6.58,31,302,40,278
2000,Xe.n,0.1803866435319501,56,62,7.16,52,38,0.5,32,242,40,886
2000,[_7F,0.17589162960409263,49,59,9.22,45,40,-10.87,34,219,84,380
2000,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
2000,X\.@,0.1548305505805568,38,67,5.9,36,50,-1.99,32,207,40,304
2000,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
2000,X\.c,0.1525176521809633,51,64,5.8,44,49,3.32,32,207,40,747
2000,XY+u,0.14812159395944077,66,96,4.95,60,69,-1.11,32,196,25,975
2000,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2000,Qh1F,0.14613143559219957,47,63,12.16,42,45,-2.98,28,253,54,380
2000,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2100,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2100,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
2100,Xu0>,0.627971122632023,78,28,20.17,58,24,4.42,32,302,49,278
2100,9(1F,0.5392872976812124,46,63,7.25,34,38,4.67,13,10,54,380
2100,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
2100,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
2100,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
2100,i*.4,0.3263494883857147,47,40,5.57,43,23,7.01,43,18,40,152
2100,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2100,hW<F,0.30511594749801735,47,46,8.68,44,38,5.08,43,188,109,380
2100,XY=4,0.28140643689506495,46,60,7.5,40,50,-3.93,32,196,114,152
2100,XY+3,0.27955639910830454,49,87,12.8,44,68,-1.82,32,196,25,139
2100,i_7S,0.25471620672482,56,46,12.94,38,31,-7.41,43,219,84,544
2100,XY+g,0.25399253128577925,59,88,9.0,54,68,-3.54,32,196,25,797
2100,h_.9,0.2533779417128206,57,54,12.66,48,29,-3.78,43,219,40,215
2100,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2100,Vu.>,0.21750238319781465,73,34,13.07,60,25,6.58,31,302,40,278
2100,[_7F,0.17589162960409263,49,59,9.22,45,40,-10.87,34,219,84,380
2100,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
2100,X\.@,0.1548305505805568,38,67,5.9,36,50,-1.99,32,207,40,304
2100,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
2100,X\.c,0.1525176521809633,51,64,5.8,44,49,3.32,32,207,40,747
2100,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2100,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2100,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2100,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
2100,Xk+_,0.13333645035960476,53,47,16.44,53,28,9.06,32,264,25,696
2100,h^.F,0.1316766790151979,50,38,9.64,42,38,1.89,43,215,40,380
2100,iY+_,0.12984929719255334,50,62,10.03,34,41,-6.86,43,196,25,696
2100,io7X,0.1277082836797754,54,37,6.11,56,16,-14.24,43,280,84,608
2200,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2200,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
2200,Xu0>,0.627971122632023,78,28,20.17,58,24,4.42,32,302,49,278
2200,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
2200,9(1F,0.5392872976812124,46,63,7.25,34,38,4.67,13,10,54,380
2200,eg..,0.35858196847271695,42,45,17.18,40,25,-20.77,41,249,40,76
2200,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
2200,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
2200,h*.f,0.3300264130944048,55,40,5.87,43,23,2.31,43,18,40,785
2200,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2200,XY=4,0.28140643689506495,46,60,7.5,40,50,-3.93,32,196,114,152
2200,XY+3,0.27955639910830454,49,87,12.8,44,68,-1.82,32,196,25,139
2200,Zg.F,0.2687522471888389,46,56,10.19,51,41,-4.76,34,249,40,380
2200,i_7S,0.25471620672482,56,46,12.94,38,31,-7.41,43,219,84,544
2200,XY+g,0.25399253128577925,59,88,9.0,54,68,-3.54,32,196,25,797
2200,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2200,"iY),",0.23741721325069864,38,60,11.41,31,41,-8.68,43,196,15,51
2200,Vu.>,0.21750238319781465,73,34,13.07,60,25,6.58,31,302,40,278
2200,[_7F,0.17589162960409263,49,59,9.22,45,40,-10.87,34,219,84,380
2200,XW=1,0.16701808460371456,42,54,3.94,42,40,7.96,32,188,114,114
2200,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
2200,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
2200,i_)b,0.1515627917795144,63,66,22.12,48,33,-0.24,43,219,15,734
2200,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2200,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2200,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2200,eg3F,0.13696964470844156,47,44,5.53,37,29,-5.57,41,249,64,380
2200,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
2200,Xk+_,0.13333645035960476,53,47,16.44,53,28,9.06,32,264,25,696
2200,h^.F,0.1316766790151979,50,38,9.64,42,38,1.89,43,215,40,380
2300,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2300,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
2300,Xu0>,0.627971122632023,78,28,20.17,58,24,4.42,32,302,49,278
2300,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
2300,9(1F,0.5392872976812124,46,63,7.25,34,38,4.67,13,10,54,380
2300,eg..,0.35858196847271695,42,45,17.18,40,25,-20.77,41,249,40,76
2300,hY.=,0.3444998031883483,51,56,10.34,50,36,-0.36,43,196,40,266
2300,eg./,0.31438306878723754,42,45,13.44,40,25,-19.52,41,249,40,89
2300,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2300,XY=4,0.28140643689506495,46,60,7.5,40,50,-3.93,32,196,114,152
2300,XY+3,0.27955639910830454,49,87,12.8,44,68,-1.82,32,196,25,139
2300,Zg.F,0.2687522471888389,46,56,10.19,51,41,-4.76,34,249,40,380
2300,i_7S,0.25471620672482,56,46,12.94,38,31,-7.41,43,219,84,544
2300,XY+g,0.25399253128577925,59,88,9.0,54,68,-3.54,32,196,25,797
2300,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2300,"iY),",0.23741721325069864,38,60,11.41,31,41,-8.68,43,196,15,51
2300,Vu.>,0.21750238319781465,73,34,13.07,60,25,6.58,31,302,40,278
2300,io)Q,0.18240037383973193,56,25,20.94,42,14,-13.48,43,280,15,519
2300,rg.F,0.17855475641597277,44,29,8.24,45,22,-3.0,49,249,40,380
2300,XW=1,0.16701808460371456,42,54,3.94,42,40,7.96,32,188,114,114
2300,gV.4,0.16148709332371577,37,66,6.52,41,58,-3.89,42,185,40,152
2300,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
2300,i_)b,0.1515627917795144,63,66,22.12,48,33,-0.24,43,219,15,734
2300,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2300,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2300,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2300,eg3F,0.13696964470844156,47,44,5.53,37,29,-5.57,41,249,64,380
2300,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
2300,Xk+_,0.13333645035960476,53,47,16.44,53,28,9.06,32,264,25,696
2300,h^.F,0.1316766790151979,50,38,9.64,42,38,1.89,43,215,40,380
2400,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2400,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
2400,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
2400,9(1F,0.5392872976812124,46,63,7.25,34,38,4.67,13,10,54,380
2400,dj+F,0.37829964852684717,47,38,12.09,37,24,-11.26,40,261,25,380
2400,eg..,0.35858196847271695,42,45,17.18,40,25,-20.77,41,249,40,76
2400,eg./,0.31438306878723754,42,45,13.44,40,25,-19.52,41,249,40,89
2400,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2400,XY=4,0.28140643689506495,46,60,7.5,40,50,-3.93,32,196,114,152
2400,XY+3,0.27955639910830454,49,87,12.8,44,68,-1.82,32,196,25,139
2400,Zg.F,0.2687522471888389,46,56,10.19,51,41,-4.76,34,249,40,380
2400,i_7S,0.25471620672482,56,46,12.94,38,31,-7.41,43,219,84,544
2400,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2400,"iY),",0.23741721325069864,38,60,11.41,31,41,-8.68,43,196,15,51
2400,Vu.>,0.21750238319781465,73,34,13.07,60,25,6.58,31,302,40,278
2400,io)Q,0.18240037383973193,56,25,20.94,42,14,-13.48,43,280,15,519
2400,XW=1,0.16701808460371456,42,54,3.94,42,40,7.96,32,188,114,114
2400,X`+F,0.16556583451794396,49,61,15.67,41,41,-9.02,32,223,25,380
2400,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
2400,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
2400,i_)b,0.1515627917795144,63,66,22.12,48,33,-0.24,43,219,15,734
2400,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2400,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2400,_Y+F,0.1432052956836384,48,56,6.85,46,49,-7.7,37,196,25,380
2400,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2400,eg3F,0.13696964470844156,47,44,5.53,37,29,-5.57,41,249,64,380
2400,pwLp,0.13351633072421243,60,15,2.77,76,13,7.68,48,310,188,911
2400,Xk+_,0.13333645035960476,53,47,16.44,53,28,9.06,32,264,25,696
2400,h^.F,0.1316766790151979,50,38,9.64,42,38,1.89,43,215,40,380
2400,Ts)F,0.13051376783976024,65,38,20.98,42,19,-13.62,30,295,15,380
2500,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2500,iXC),0.8960040462873952,70,10,13.42,66,6,12.15,43,192,143,13
2500,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
2500,9(1F,0.5392872976812124,46,63,7.25,34,38,4.67,13,10,54,380
2500,dj+F,0.37829964852684717,47,38,12.09,37,24,-11.26,40,261,25,380
2500,eg..,0.35858196847271695,42,45,17.18,40,25,-20.77,41,249,40,76
2500,eg./,0.31438306878723754,42,45,13.44,40,25,-19.52,41,249,40,89
2500,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2500,XY=4,0.28140643689506495,46,60,7.5,40,50,-3.93,32,196,114,152
2500,Zg.F,0.2687522471888389,46,56,10.19,51,41,-4.76,34,249,40,380
2500,i_7S,0.25471620672482,56,46,12.94,38,31,-7.41,43,219,84,544
2500,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2500,"iY),",0.23741721325069864,38,60,11.41,31,41,-8.68,43,196,15,51
2500,io)Q,0.18240037383973193,56,25,20.94,42,14,-13.48,43,280,15,519
2500,XW=1,0.16701808460371456,42,54,3.94,42,40,7.96,32,188,114,114
2500,X`+F,0.16556583451794396,49,61,15.67,41,41,-9.02,32,223,25,380
2500,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
2500,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
2500,i_)b,0.1515627917795144,63,66,22.12,48,33,-0.24,43,219,15,734
2500,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2500,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2500,_Y+F,0.1432052956836384,48,56,6.85,46,49,-7.7,37,196,25,380
2500,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2500,eg3F,0.13696964470844156,47,44,5.53,37,29,-5.57,41,249,64,380
2500,oG)F,0.1345528670635999,45,100,9.91,38,72,-9.37,47,128,15,380
2500,Xk+_,0.13333645035960476,53,47,16.44,53,28,9.06,32,264,25,696
2500,h^.F,0.1316766790151979,50,38,9.64,42,38,1.89,43,215,40,380
2500,Ts)F,0.13051376783976024,65,38,20.98,42,19,-13.62,30,295,15,380
2500,iY+_,0.12984929719255334,50,62,10.03,34,41,-6.86,43,196,25,696
2500,ig3F,0.1294307442990522,50,42,6.41,31,29,-17.28,43,249,64,380
2600,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2600,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
2600,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
2600,9(1F,0.5392872976812124,46,63,7.25,34,38,4.67,13,10,54,380
2600,"ij,F",0.4155899406417016,56,30,16.14,52,21,-5.84,43,261,30,380
2600,eg..,0.35858196847271695,42,45,17.18,40,25,-20.77,41,249,40,76
2600,Cg<J,0.32236168470791693,47,73,9.96,37,56,-14.84,19,249,109,430
2600,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2600,fj)?,0.3057598546646945,51,35,18.72,33,24,-16.23,41,261,15,291
2600,ij:?,0.29444295342752363,51,33,16.81,41,24,-11.83,43,261,99,291
2600,XY=4,0.28140643689506495,46,60,7.5,40,50,-3.93,32,196,114,152
2600,i_7S,0.25471620672482,56,46,12.94,38,31,-7.41,43,219,84,544
2600,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2600,X\FJ,0.2239454716759506,50,12,4.33,100,5,7.08,32,207,158,430
2600,il)/,0.223027900120224,45,35,12.93,42,19,-14.73,43,268,15,89
2600,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
2600,io<F,0.19630154470216465,55,29,9.91,50,22,-9.96,43,280,109,380
2600,qj+F,0.16950927535523028,51,31,8.38,23,21,-20.47,48,261,25,380
2600,pg)F,0.16759670143420655,33,33,5.75,38,18,-16.62,48,249,15,380
2600,XW=1,0.16701808460371456,42,54,3.94,42,40,7.96,32,188,114,114
2600,hl)a,0.16390815781803722,54,35,7.37,47,19,-12.48,43,268,15,722
2600,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
2600,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
2600,i_)b,0.1515627917795144,63,66,22.12,48,33,-0.24,43,219,15,734
2600,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2600,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2600,ig.F,0.1448514806639698,47,42,7.34,48,25,-9.75,43,249,40,380
2600,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2600,X\?J,0.14132790813677937,45,48,3.95,47,34,1.52,32,207,124,430
2600,Xg.F,0.13898152133014655,46,64,6.34,52,42,5.66,32,249,40,380
2700,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2700,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
2700,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
2700,9(1F,0.5392872976812124,46,63,7.25,34,38,4.67,13,10,54,380
2700,"ij,F",0.4155899406417016,56,30,16.14,52,21,-5.84,43,261,30,380
2700,eg..,0.35858196847271695,42,45,17.18,40,25,-20.77,41,249,40,76
2700,Cg<J,0.32236168470791693,47,73,9.96,37,56,-14.84,19,249,109,430
2700,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2700,fj)?,0.3057598546646945,51,35,18.72,33,24,-16.23,41,261,15,291
2700,ij:?,0.29444295342752363,51,33,16.81,41,24,-11.83,43,261,99,291
2700,XY=4,0.28140643689506495,46,60,7.5,40,50,-3.93,32,196,114,152
2700,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2700,X\FJ,0.2239454716759506,50,12,4.33,100,5,7.08,32,207,158,430
2700,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
2700,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
2700,qj+F,0.16950927535523028,51,31,8.38,23,21,-20.47,48,261,25,380
2700,pg)F,0.16759670143420655,33,33,5.75,38,18,-16.62,48,249,15,380
2700,XW=1,0.16701808460371456,42,54,3.94,42,40,7.96,32,188,114,114
2700,hl)a,0.16390815781803722,54,35,7.37,47,19,-12.48,43,268,15,722
2700,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
2700,_m+F,0.1562276738406224,54,42,6.83,45,22,-11.23,37,272,25,380
2700,i47F,0.152887641857089,40,10,1.48,100,2,4.57,43,56,84,380
2700,fl+a,0.1496831440010658,48,39,10.78,43,16,-13.01,41,268,25,722
2700,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2700,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2700,ig.F,0.1448514806639698,47,42,7.34,48,25,-9.75,43,249,40,380
2700,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2700,X\?J,0.14132790813677937,45,48,3.95,47,34,1.52,32,207,124,430
2700,Xg.F,0.13898152133014655,46,64,6.34,52,42,5.66,32,249,40,380
2700,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
2800,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2800,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
2800,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
2800,9(1F,0.5392872976812124,46,63,7.25,34,38,4.67,13,10,54,380
2800,ip)k,0.4470167739552136,69,36,15.17,44,9,-12.13,43,283,15,848
2800,"ij,F",0.4155899406417016,56,30,16.14,52,21,-5.84,43,261,30,380
2800,sp)J,0.41110231670732517,60,28,16.46,33,12,-15.88,49,283,15,430
2800,i_)J,0.3828933973819611,55,52,16.69,48,31,-0.69,43,219,15,430
2800,eg..,0.35858196847271695,42,45,17.18,40,25,-20.77,41,249,40,76
2800,]p)J,0.3286619211196201,57,33,12.91,45,22,-4.93,36,283,15,430
2800,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2800,fj)?,0.3057598546646945,51,35,18.72,33,24,-16.23,41,261,15,291
2800,ij:?,0.29444295342752363,51,33,16.81,41,24,-11.83,43,261,99,291
2800,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2800,X\FJ,0.2239454716759506,50,12,4.33,100,5,7.08,32,207,158,430
2800,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
2800,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
2800,qj+F,0.16950927535523028,51,31,8.38,23,21,-20.47,48,261,25,380
2800,pg)F,0.16759670143420655,33,33,5.75,38,18,-16.62,48,249,15,380
2800,XW=1,0.16701808460371456,42,54,3.94,42,40,7.96,32,188,114,114
2800,hl)a,0.16390815781803722,54,35,7.37,47,19,-12.48,43,268,15,722
2800,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
2800,_m+F,0.1562276738406224,54,42,6.83,45,22,-11.23,37,272,25,380
2800,fl+a,0.1496831440010658,48,39,10.78,43,16,-13.01,41,268,25,722
2800,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2800,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2800,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2800,X\?J,0.14132790813677937,45,48,3.95,47,34,1.52,32,207,124,430
2800,Q\1J,0.13701828902576255,44,86,10.68,42,54,-3.19,28,207,54,430
2800,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
2900,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
2900,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
2900,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
2900,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
2900,ip)k,0.4470167739552136,69,36,15.17,44,9,-12.13,43,283,15,848
2900,ip).,0.430059688775815,53,32,23.13,44,9,-15.38,43,283,15,76
2900,"ij,F",0.4155899406417016,56,30,16.14,52,21,-5.84,43,261,30,380
2900,i_)J,0.3828933973819611,55,52,16.69,48,31,-0.69,43,219,15,430
2900,]p)J,0.3286619211196201,57,33,12.91,45,22,-4.93,36,283,15,430
2900,ej)F,0.3174354665963285,57,35,12.98,33,24,-14.95,41,261,15,380
2900,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
2900,ij:?,0.29444295342752363,51,33,16.81,41,24,-11.83,43,261,99,291
2900,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
2900,X\FJ,0.2239454716759506,50,12,4.33,100,5,7.08,32,207,158,430
2900,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
2900,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
2900,qj+F,0.16950927535523028,51,31,8.38,23,21,-20.47,48,261,25,380
2900,pg)F,0.16759670143420655,33,33,5.75,38,18,-16.62,48,249,15,380
2900,hl)a,0.16390815781803722,54,35,7.37,47,19,-12.48,43,268,15,722
2900,lg+F,0.16340071061556982,55,34,17.92,50,18,-12.73,45,249,25,380
2900,_m+F,0.1562276738406224,54,42,6.83,45,22,-11.23,37,272,25,380
2900,X_1_,0.1480426825672569,50,63,15.23,50,42,2.37,32,219,54,696
2900,iX.0,0.14599382951473383,39,58,5.27,40,50,2.67,43,192,40,101
2900,Xu.@,0.14173776024580392,57,33,8.77,26,19,-2.39,32,302,40,304
2900,Q\1J,0.13701828902576255,44,86,10.68,42,54,-3.19,28,207,54,430
2900,XY+A,0.13531604461412597,47,87,13.56,42,68,-4.24,32,196,25,316
2900,_o+F,0.13358579660476863,50,32,12.39,39,23,-9.22,37,280,25,380
2900,ig3F,0.1294307442990522,50,42,6.41,31,29,-17.28,43,249,64,380
2900,hl+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
2900,il+Q,0.12881674071815113,46,32,16.82,38,18,-18.74,43,268,25,519
3000,C)0[,1.284717390367518,52,63,9.41,54,31,6.54,19,14,49,646
3000,ijHF,0.6867899827607941,72,11,10.17,88,9,13.05,43,261,168,380
3000,X).1,0.5710613648977267,49,55,9.18,35,31,4.39,32,14,40,114
3000,X`+F,0.45487874326458594,49,61,15.67,41,41,-9.02,32,223,25,380
3000,ip)k,0.4470167739552136,69,36,15.17,44,9,-12.13,43,283,15,848
3000,ip).,0.430059688775815,53,32,23.13,44,9,-15.38,43,283,15,76
3000,ip)f,0.4198072075360171,75,37,14.61,55,9,-10.85,43,283,15,785
3000,"ij,F",0.4155899406417016,56,30,16.14,52,21,-5.84,43,261,30,380
3000,i_)J,0.3828933973819611,55,52,16.69,48,31,-0.69,43,219,15,430
3000,ej)F,0.3174354665963285,57,35,12.98,33,24,-14.95,41,261,15,380
3000,h*.l,0.31113842879961573,60,40,5.12,47,23,2.78,43,18,40,861
3000,is)T,0.2623333607281401,58,29,13.2,50,14,-5.97,43,295,15,557
3000,X].4,0.24949529530879058,44,67,12.73,43,51,-9.57,32,211,40,152
3000,is)S,0.24182313597100835,56,32,13.0,42,14,-9.48,43,295,15,544
3000,il)U,0.19911872184878804,51,35,9.95,47,19,-13.56,43,268,15,570
3000,ep)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3000,fp)J,0.19830943165119821,63,30,8.48,40,15,-4.45,41,283,15,430
3000,_a+Q,0.1929616032480244,45,61,9.53,45,37,0.44,37,226,25,519
3000,is)p,0.17666477961697077,75,29,6.98,64,14,-0.61,43,295,15,911
3000,qj+F,0.16950927535523028,51,31,8.38,23,21,-20.47,48,261,25,380
3000,pg)F,0.16759670143420655,33,33,5.75,38,18,-16.62,48,249,15,380
