iteration,dna,fitness,training_log.win-rate,training_log.total,training_log.PNL,testing_log.win-rate,testing_log.total,testing_log.PNL,parameters.ott_len,parameters.ott_percent,parameters.ce_atr_len,parameters.ce_mult
300,(Kmn,0.2622701168119364,38,18,25.16,66.0,3.0,-1.0,1,178,35,45
300,7.Tc,0.2599740971445494,54,33,55.01,50.0,6.0,5.19,6,31,23,40
300,"?,<h",0.25859381529209,57,35,52.04,60.0,5.0,7.91,8,21,11,42
300,7.9/,0.2576520219375393,57,49,27.83,42.0,7.0,5.47,6,31,9,14
300,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
300,7.Tf,0.25335527349776454,51,33,52.2,50.0,6.0,4.94,6,31,23,41
300,5.J+,0.25216869212368387,43,62,9.32,37.0,8.0,3.78,5,31,18,12
300,7.Ts,0.2513827365949879,44,27,58.16,50.0,6.0,3.21,6,31,23,48
300,2.9+,0.250418411245614,50,76,22.0,30.0,10.0,1.12,4,31,9,12
300,7.Tu,0.24977558987579615,44,27,57.47,50.0,6.0,2.99,6,31,23,49
300,7.Tw,0.24912064902767303,42,26,57.89,50.0,6.0,2.74,6,31,23,50
300,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
300,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
300,7.92,0.24733359576947866,54,48,27.82,57.0,7.0,6.56,6,31,9,15
300,7.Tg,0.2450175420959497,50,32,49.57,50.0,6.0,4.7,6,31,23,42
360,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
360,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
360,(1al,0.47717158080813665,45,60,37.87,33.0,9.0,-1.86,1,46,29,44
360,6=Av,0.3504072292956902,52,17,45.33,50.0,4.0,-3.9,5,107,13,49
360,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
360,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
360,?)<g,0.321008427897111,59,49,69.93,27.0,11.0,-12.33,8,6,11,42
360,15lN,0.3081283597304712,45,40,21.1,40.0,5.0,-3.86,4,67,35,29
360,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
360,7.9i,0.2934139635199517,56,32,54.17,50.0,6.0,3.71,6,31,9,43
360,7.9n,0.2912989086814803,56,32,53.89,50.0,6.0,3.2,6,31,9,45
360,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
360,7.9p,0.2680387852745642,51,29,47.6,50.0,6.0,2.95,6,31,9,46
360,(Kmn,0.2622701168119364,38,18,25.16,66.0,3.0,-1.0,1,178,35,45
360,"?,<h",0.25859381529209,57,35,52.04,60.0,5.0,7.91,8,21,11,42
360,7.9/,0.2576520219375393,57,49,27.83,42.0,7.0,5.47,6,31,9,14
360,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
360,..<g,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
360,7.Tf,0.25335527349776454,51,33,52.2,50.0,6.0,4.94,6,31,23,41
360,5.J+,0.25216869212368387,43,62,9.32,37.0,8.0,3.78,5,31,18,12
360,7.Ts,0.2513827365949879,44,27,58.16,50.0,6.0,3.21,6,31,23,48
360,7.Tw,0.24912064902767303,42,26,57.89,50.0,6.0,2.74,6,31,23,50
360,?.`g,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
360,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
360,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
360,?.^g,0.24790998352921353,59,32,51.18,60.0,5.0,2.02,8,31,28,42
360,?._g,0.24790998352921353,59,32,51.18,60.0,5.0,2.02,8,31,28,42
360,7.92,0.24733359576947866,54,48,27.82,57.0,7.0,6.56,6,31,9,15
360,7.Th,0.2450175420959497,50,32,49.57,50.0,6.0,4.7,6,31,23,42
360,?.[g,0.2449964697969301,59,32,50.08,60.0,5.0,2.05,8,31,26,42
420,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
420,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
420,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
420,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
420,?)<g,0.321008427897111,59,49,69.93,27.0,11.0,-12.33,8,6,11,42
420,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
420,7.9i,0.2934139635199517,56,32,54.17,50.0,6.0,3.71,6,31,9,43
420,7.9n,0.2912989086814803,56,32,53.89,50.0,6.0,3.2,6,31,9,45
420,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
420,7.9p,0.2680387852745642,51,29,47.6,50.0,6.0,2.95,6,31,9,46
420,5.Hn,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
420,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
420,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
420,(Kmn,0.2622701168119364,38,18,25.16,66.0,3.0,-1.0,1,178,35,45
420,5.Hf,0.26003932612609637,55,38,54.01,50.0,6.0,5.32,5,31,17,41
420,"?,<h",0.25859381529209,57,35,52.04,60.0,5.0,7.91,8,21,11,42
420,7.9/,0.2576520219375393,57,49,27.83,42.0,7.0,5.47,6,31,9,14
420,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
420,7.Tf,0.25335527349776454,51,33,52.2,50.0,6.0,4.94,6,31,23,41
420,5.gg,0.25248948639106533,47,38,50.99,50.0,6.0,5.29,5,31,32,42
420,5.J+,0.25216869212368387,43,62,9.32,37.0,8.0,3.78,5,31,18,12
420,5*Hg,0.2520485946705882,50,53,40.2,33.0,12.0,-0.52,5,11,17,42
420,7.Ts,0.2513827365949879,44,27,58.16,50.0,6.0,3.21,6,31,23,48
420,7.Tw,0.24912064902767303,42,26,57.89,50.0,6.0,2.74,6,31,23,50
420,?.`g,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
420,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
420,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
420,?.^g,0.24790998352921353,59,32,51.18,60.0,5.0,2.02,8,31,28,42
420,?._g,0.24790998352921353,59,32,51.18,60.0,5.0,2.02,8,31,28,42
420,7.92,0.24733359576947866,54,48,27.82,57.0,7.0,6.56,6,31,9,15
480,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
480,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
480,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
480,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
480,?)<g,0.321008427897111,59,49,69.93,27.0,11.0,-12.33,8,6,11,42
480,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
480,7.9i,0.2934139635199517,56,32,54.17,50.0,6.0,3.71,6,31,9,43
480,7.9n,0.2912989086814803,56,32,53.89,50.0,6.0,3.2,6,31,9,45
480,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
480,?.<a,0.27525067591380903,55,34,48.37,60.0,5.0,2.46,8,31,11,39
480,?.<a,0.27525067591380903,55,34,48.37,60.0,5.0,2.46,8,31,11,39
480,7.9p,0.2680387852745642,51,29,47.6,50.0,6.0,2.95,6,31,9,46
480,5.Hn,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
480,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
480,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
480,(Kmn,0.2622701168119364,38,18,25.16,66.0,3.0,-1.0,1,178,35,45
480,5.Hf,0.26003932612609637,55,38,54.01,50.0,6.0,5.32,5,31,17,41
480,"?,<h",0.25859381529209,57,35,52.04,60.0,5.0,7.91,8,21,11,42
480,7.9/,0.2576520219375393,57,49,27.83,42.0,7.0,5.47,6,31,9,14
480,",.<2",0.2555813906737352,49,97,21.83,37.0,16.0,0.88,2,31,11,15
480,+.<2,0.2555813906737352,49,97,21.83,37.0,16.0,0.88,2,31,11,15
480,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
480,7.Tf,0.25335527349776454,51,33,52.2,50.0,6.0,4.94,6,31,23,41
480,5.J+,0.25216869212368387,43,62,9.32,37.0,8.0,3.78,5,31,18,12
480,5*Hg,0.2520485946705882,50,53,40.2,33.0,12.0,-0.52,5,11,17,42
480,7.Ts,0.2513827365949879,44,27,58.16,50.0,6.0,3.21,6,31,23,48
480,7.Tw,0.24912064902767303,42,26,57.89,50.0,6.0,2.74,6,31,23,50
480,?.`g,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
480,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
480,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
540,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
540,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
540,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
540,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
540,?)<g,0.321008427897111,59,49,69.93,27.0,11.0,-12.33,8,6,11,42
540,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
540,7.9i,0.2934139635199517,56,32,54.17,50.0,6.0,3.71,6,31,9,43
540,7.9n,0.2912989086814803,56,32,53.89,50.0,6.0,3.2,6,31,9,45
540,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
540,?.<a,0.27525067591380903,55,34,48.37,60.0,5.0,2.46,8,31,11,39
540,?.<a,0.27525067591380903,55,34,48.37,60.0,5.0,2.46,8,31,11,39
540,7.9p,0.2680387852745642,51,29,47.6,50.0,6.0,2.95,6,31,9,46
540,5.Hn,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
540,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
540,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
540,(.<r,0.263001948472539,42,68,36.05,20.0,15.0,-13.57,1,31,11,47
540,(Kmn,0.2622701168119364,38,18,25.16,66.0,3.0,-1.0,1,178,35,45
540,"?,<h",0.25859381529209,57,35,52.04,60.0,5.0,7.91,8,21,11,42
540,7.9/,0.2576520219375393,57,49,27.83,42.0,7.0,5.47,6,31,9,14
540,",.<2",0.2555813906737352,49,97,21.83,37.0,16.0,0.88,2,31,11,15
540,+.<2,0.2555813906737352,49,97,21.83,37.0,16.0,0.88,2,31,11,15
540,",.<r",0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
540,*.<r,0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
540,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
540,5.J+,0.25216869212368387,43,62,9.32,37.0,8.0,3.78,5,31,18,12
540,5*Hg,0.2520485946705882,50,53,40.2,33.0,12.0,-0.52,5,11,17,42
540,7.Ts,0.2513827365949879,44,27,58.16,50.0,6.0,3.21,6,31,23,48
540,?.`g,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
540,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
540,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
600,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
600,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
600,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
600,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
600,?)<g,0.321008427897111,59,49,69.93,27.0,11.0,-12.33,8,6,11,42
600,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
600,7.9i,0.2934139635199517,56,32,54.17,50.0,6.0,3.71,6,31,9,43
600,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
600,?.<a,0.27525067591380903,55,34,48.37,60.0,5.0,2.46,8,31,11,39
600,5.Hn,0.27066504642260686,56,37,57.41,50.0,6.0,4.63,5,31,17,45
600,7.9p,0.2680387852745642,51,29,47.6,50.0,6.0,2.95,6,31,9,46
600,5.sr,0.26648922947056175,50,34,57.79,50.0,6.0,4.37,5,31,38,47
600,5.lr,0.26639000411684743,48,35,57.42,50.0,6.0,4.42,5,31,35,47
600,5.mr,0.26639000411684743,48,35,57.42,50.0,6.0,4.42,5,31,35,47
600,5.Hn,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
600,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
600,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
600,(.<r,0.263001948472539,42,68,36.05,20.0,15.0,-13.57,1,31,11,47
600,5.ur,0.26265979331007494,48,35,54.93,50.0,6.0,4.38,5,31,39,47
600,(Kmn,0.2622701168119364,38,18,25.16,66.0,3.0,-1.0,1,178,35,45
600,"?,<h",0.25859381529209,57,35,52.04,60.0,5.0,7.91,8,21,11,42
600,7.9/,0.2576520219375393,57,49,27.83,42.0,7.0,5.47,6,31,9,14
600,+.<2,0.2555813906737352,49,97,21.83,37.0,16.0,0.88,2,31,11,15
600,",.<r",0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
600,*.<r,0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
600,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
600,5*Hg,0.2520485946705882,50,53,40.2,33.0,12.0,-0.52,5,11,17,42
600,7.Ts,0.2513827365949879,44,27,58.16,50.0,6.0,3.21,6,31,23,48
600,*.Hr,0.2503513216970486,48,52,38.24,33.0,9.0,-2.79,2,31,17,47
600,5.Hv,0.24926991502009735,50,32,51.04,50.0,6.0,3.96,5,31,17,49
660,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
660,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
660,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
660,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
660,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
660,7.9i,0.2934139635199517,56,32,54.17,50.0,6.0,3.71,6,31,9,43
660,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
660,5.Hn,0.27066504642260686,56,37,57.41,50.0,6.0,4.63,5,31,17,45
660,5+wv,0.2695640164826752,43,48,50.61,50.0,8.0,1.65,5,16,40,49
660,7.9p,0.2680387852745642,51,29,47.6,50.0,6.0,2.95,6,31,9,46
660,5.sr,0.26648922947056175,50,34,57.79,50.0,6.0,4.37,5,31,38,47
660,5.lr,0.26639000411684743,48,35,57.42,50.0,6.0,4.42,5,31,35,47
660,5.Hn,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
660,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
660,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
660,5.ur,0.26265979331007494,48,35,54.93,50.0,6.0,4.38,5,31,39,47
660,(Kmn,0.2622701168119364,38,18,25.16,66.0,3.0,-1.0,1,178,35,45
660,"?,<h",0.25859381529209,57,35,52.04,60.0,5.0,7.91,8,21,11,42
660,7.9/,0.2576520219375393,57,49,27.83,42.0,7.0,5.47,6,31,9,14
660,5.jv,0.2564681714330819,48,33,56.7,50.0,6.0,4.1,5,31,34,49
660,5.fv,0.25639210429643416,48,33,56.66,50.0,6.0,4.11,5,31,32,49
660,5.hv,0.2563884737888611,48,33,56.66,50.0,6.0,4.1,5,31,33,49
660,+.<2,0.2555813906737352,49,97,21.83,37.0,16.0,0.88,2,31,11,15
660,",.<r",0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
660,*.<r,0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
660,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
660,5*Hg,0.2520485946705882,50,53,40.2,33.0,12.0,-0.52,5,11,17,42
660,7.Ts,0.2513827365949879,44,27,58.16,50.0,6.0,3.21,6,31,23,48
660,*.Hr,0.2503513216970486,48,52,38.24,33.0,9.0,-2.79,2,31,17,47
660,5.Hv,0.24926991502009735,50,32,51.04,50.0,6.0,3.96,5,31,17,49
720,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
720,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
720,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
720,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
720,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
720,7.9i,0.2934139635199517,56,32,54.17,50.0,6.0,3.71,6,31,9,43
720,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
720,5.Hn,0.27066504642260686,56,37,57.41,50.0,6.0,4.63,5,31,17,45
720,5+wv,0.2695640164826752,43,48,50.61,50.0,8.0,1.65,5,16,40,49
720,5.lr,0.26639000411684743,48,35,57.42,50.0,6.0,4.42,5,31,35,47
720,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
720,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
720,5.ur,0.26265979331007494,48,35,54.93,50.0,6.0,4.38,5,31,39,47
720,"?,<h",0.25859381529209,57,35,52.04,60.0,5.0,7.91,8,21,11,42
720,5.jv,0.2564681714330819,48,33,56.7,50.0,6.0,4.1,5,31,34,49
720,5.fv,0.25639210429643416,48,33,56.66,50.0,6.0,4.11,5,31,32,49
720,5.hv,0.2563884737888611,48,33,56.66,50.0,6.0,4.1,5,31,33,49
720,+.<2,0.2555813906737352,49,97,21.83,37.0,16.0,0.88,2,31,11,15
720,",.<r",0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
720,*.<r,0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
720,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
720,7.Ts,0.2513827365949879,44,27,58.16,50.0,6.0,3.21,6,31,23,48
720,*.Hr,0.2503513216970486,48,52,38.24,33.0,9.0,-2.79,2,31,17,47
720,5.Hv,0.24926991502009735,50,32,51.04,50.0,6.0,3.96,5,31,17,49
720,?.`g,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
720,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
720,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
720,?._g,0.24790998352921353,59,32,51.18,60.0,5.0,2.02,8,31,28,42
720,7.92,0.24733359576947866,54,48,27.82,57.0,7.0,6.56,6,31,9,15
720,7.Th,0.2450175420959497,50,32,49.57,50.0,6.0,4.7,6,31,23,42
780,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
780,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
780,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
780,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
780,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
780,7.9i,0.2934139635199517,56,32,54.17,50.0,6.0,3.71,6,31,9,43
780,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
780,5.Hn,0.27066504642260686,56,37,57.41,50.0,6.0,4.63,5,31,17,45
780,5+wv,0.2695640164826752,43,48,50.61,50.0,8.0,1.65,5,16,40,49
780,5.lr,0.26639000411684743,48,35,57.42,50.0,6.0,4.42,5,31,35,47
780,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
780,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
780,5.ur,0.26265979331007494,48,35,54.93,50.0,6.0,4.38,5,31,39,47
780,5.jv,0.2564681714330819,48,33,56.7,50.0,6.0,4.1,5,31,34,49
780,5.fv,0.25639210429643416,48,33,56.66,50.0,6.0,4.11,5,31,32,49
780,5.hv,0.2563884737888611,48,33,56.66,50.0,6.0,4.1,5,31,33,49
780,",.<r",0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
780,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
780,..<h,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
780,/.<h,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
780,*.Hr,0.2503513216970486,48,52,38.24,33.0,9.0,-2.79,2,31,17,47
780,5.Hv,0.24926991502009735,50,32,51.04,50.0,6.0,3.96,5,31,17,49
780,?.`g,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
780,?.ah,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
780,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
780,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
780,?._g,0.24790998352921353,59,32,51.18,60.0,5.0,2.02,8,31,28,42
780,7.92,0.24733359576947866,54,48,27.82,57.0,7.0,6.56,6,31,9,15
780,7.Th,0.2450175420959497,50,32,49.57,50.0,6.0,4.7,6,31,23,42
780,?.[g,0.2449964697969301,59,32,50.08,60.0,5.0,2.05,8,31,26,42
840,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
840,".0),",0.5104347043999884,53,69,27.69,50.0,10.0,6.78,3,41,1,12
840,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
840,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
840,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
840,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
840,5.Hn,0.27066504642260686,56,37,57.41,50.0,6.0,4.63,5,31,17,45
840,5.lr,0.26639000411684743,48,35,57.42,50.0,6.0,4.42,5,31,35,47
840,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
840,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
840,5.ur,0.26265979331007494,48,35,54.93,50.0,6.0,4.38,5,31,39,47
840,"?,<g",0.25671089641199674,57,35,52.04,60.0,5.0,7.91,8,21,11,42
840,5.jv,0.2564681714330819,48,33,56.7,50.0,6.0,4.1,5,31,34,49
840,5.fv,0.25639210429643416,48,33,56.66,50.0,6.0,4.11,5,31,32,49
840,5.hv,0.2563884737888611,48,33,56.66,50.0,6.0,4.1,5,31,33,49
840,",.<r",0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
840,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
840,..<h,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
840,/.<h,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
840,0.<g,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
840,*.Hr,0.2503513216970486,48,52,38.24,33.0,9.0,-2.79,2,31,17,47
840,?.`g,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
840,?.ah,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
840,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
840,?._g,0.24790998352921353,59,32,51.18,60.0,5.0,2.02,8,31,28,42
840,7.92,0.24733359576947866,54,48,27.82,57.0,7.0,6.56,6,31,9,15
840,?.]g,0.24657797945397103,59,32,50.77,60.0,5.0,2.03,8,31,27,42
840,?.[g,0.2449964697969301,59,32,50.08,60.0,5.0,2.05,8,31,26,42
840,?.<b,0.24466739886021854,55,34,48.37,60.0,5.0,2.46,8,31,11,39
840,?.<b,0.24466739886021854,55,34,48.37,60.0,5.0,2.46,8,31,11,39
900,6*g3,0.5216001982840686,47,89,34.74,38.0,21.0,-3.02,5,11,32,16
900,7.9c,0.3276723513830583,57,33,65.65,50.0,6.0,4.46,6,31,9,40
900,w*fd,0.3242988516460717,50,24,29.8,50.0,6.0,-3.0,25,11,32,40
900,7.9h,0.3049262769977058,57,33,57.19,50.0,6.0,3.96,6,31,9,42
900,7.9u,0.27837131117336233,51,27,51.63,50.0,6.0,1.76,6,31,9,49
900,5.Hn,0.27066504642260686,56,37,57.41,50.0,6.0,4.63,5,31,17,45
900,5.lr,0.26639000411684743,48,35,57.42,50.0,6.0,4.42,5,31,35,47
900,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
900,5.Hm,0.2651223380445254,56,37,57.41,50.0,6.0,4.63,5,31,17,45
900,5.ur,0.26265979331007494,48,35,54.93,50.0,6.0,4.38,5,31,39,47
900,"?,<g",0.25671089641199674,57,35,52.04,60.0,5.0,7.91,8,21,11,42
900,5.jv,0.2564681714330819,48,33,56.7,50.0,6.0,4.1,5,31,34,49
900,5.fv,0.25639210429643416,48,33,56.66,50.0,6.0,4.11,5,31,32,49
900,5.hv,0.2563884737888611,48,33,56.66,50.0,6.0,4.1,5,31,33,49
900,",.<r",0.25553683347869627,49,53,39.15,33.0,9.0,-2.81,2,31,11,47
900,*hNV,0.25445439420324645,44,18,20.02,,,,2,324,20,33
900,..<h,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
900,/.<h,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
900,0.<g,0.25335926163652606,50,51,41.08,25.0,8.0,-1.46,3,31,11,42
900,*.Hr,0.2503513216970486,48,52,38.24,33.0,9.0,-2.79,2,31,17,47
900,?.`g,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
900,?.ah,0.24838250351019664,59,32,51.4,60.0,5.0,2.01,8,31,29,42
900,7.Tr,0.24811642710892198,46,30,53.1,50.0,6.0,3.46,6,31,23,47
900,7.92,0.24733359576947866,54,48,27.82,57.0,7.0,6.56,6,31,9,15
900,?.]g,0.24657797945397103,59,32,50.77,60.0,5.0,2.03,8,31,27,42
900,9.<b,0.24554268401488874,52,34,51.12,50.0,6.0,4.86,6,31,11,39
900,?.[g,0.2449964697969301,59,32,50.08,60.0,5.0,2.05,8,31,26,42
900,?.<b,0.24466739886021854,55,34,48.37,60.0,5.0,2.46,8,31,11,39
900,?.<b,0.24466739886021854,55,34,48.37,60.0,5.0,2.46,8,31,11,39
900,5.Kv,0.24292573771148773,50,32,51.0,50.0,6.0,4.01,5,31,18,49
